well_id,descricao,de_m,para_m
PW_016,Fm Guará Sup,203.766510009766,236.61669921875
PW_016,Fm Guará Inf,236.61669921875,263.608642578125
PW_016,Fm Piramboia Sup,263.608642578125,295.623168945312
PW_016,Fm Piramboia Inf,295.623168945312,297.0
PW_018,Fm Serra Geral,0.0,91.2867126464844
PW_018,Fm Botucatu,91.2867126464844,193.351745605469
PW_018,Fm Guará Sup,193.351745605469,224.334747314453
PW_018,Fm Guará Inf,224.334747314453,236.48095703125
PW_018,Fm Piramboia Sup,236.48095703125,280.85
PW_019,Fm Serra Geral,0.0,52.5364685058594
PW_019,Fm Botucatu,52.5364685058594,128.452423095703
PW_019,Fm Guará Sup,128.452423095703,141.892364501953
PW_019,Fm Guará Inf,141.892364501953,162.887451171875
PW_019,Fm Piramboia Sup,162.887451171875,199.0
PW_020,Fm Serra Geral,0.0,101.100952148438
PW_020,Fm Botucatu,101.100952148438,240.847442626953
PW_020,Fm Guará Sup,240.847442626953,269.904113769531
PW_020,Fm Guará Inf,269.904113769531,298.334533691406
PW_020,Fm Piramboia Sup,298.334533691406,307.69
PW_021,Fm Serra Geral,0.0,34.9790649414062
PW_021,Fm Botucatu,34.9790649414062,153.025604248047
PW_021,Fm Guará Sup,153.025604248047,182.26025390625
PW_021,Fm Guará Inf,182.26025390625,207.977203369141
PW_021,Fm Piramboia Sup,207.977203369141,260.377014160156
PW_021,Fm Piramboia Inf,260.377014160156,266.0
PW_022,Fm Serra Geral,0.0,98.0588989257812
PW_022,Fm Botucatu,98.0588989257812,194.510101318359
PW_022,Fm Guará Sup,194.510101318359,222.601043701172
PW_022,Fm Guará Inf,222.601043701172,253.255279541016
PW_022,Fm Piramboia Sup,253.255279541016,304.81
PW_138,Fm Serra Geral,0.0,123.9794921875
PW_138,Fm Botucatu,123.9794921875,127.0859375
PW_138,Fm Guará Sup,127.0859375,176.731292724609
PW_138,Fm Guará Inf,176.731292724609,187.01220703125
PW_138,Fm Piramboia Sup,187.01220703125,200.29
PW_023,Fm Serra Geral,0.0,130.504333496094
PW_023,Fm Botucatu,130.504333496094,212.0
PW_024,Fm Serra Geral,0.0,94.7548828125
PW_024,Fm Botucatu,94.7548828125,196.914215087891
PW_024,Fm Guará Sup,196.914215087891,227.058868408203
